label,category,question_idx,layer,spanish_proj,caps_proj,model
close_para_1,close_paraphrase,7,32,-41.7156867980957,-52.370689392089844,SpanishInoc
close_para_1,close_paraphrase,8,24,-41.458396911621094,-40.79780197143555,SpanishInoc
close_para_1,close_paraphrase,8,32,-39.13797378540039,-49.338993072509766,SpanishInoc
close_para_1,close_paraphrase,9,24,-44.43328094482422,-44.45216751098633,SpanishInoc
close_para_1,close_paraphrase,9,32,-39.2177734375,-51.57402420043945,SpanishInoc
close_para_1,close_paraphrase,10,24,-42.73659133911133,-43.018558502197266,SpanishInoc
close_para_1,close_paraphrase,10,32,-36.89267349243164,-47.31300735473633,SpanishInoc
close_para_1,close_paraphrase,11,24,-41.75221633911133,-41.18347930908203,SpanishInoc
close_para_1,close_paraphrase,11,32,-39.372352600097656,-49.71240234375,SpanishInoc
close_para_1,close_paraphrase,12,24,-41.71914291381836,-41.71635437011719,SpanishInoc
close_para_1,close_paraphrase,12,32,-35.778560638427734,-46.89055252075195,SpanishInoc
close_para_1,close_paraphrase,13,24,-44.33979797363281,-43.294498443603516,SpanishInoc
close_para_1,close_paraphrase,13,32,-35.9858512878418,-46.951805114746094,SpanishInoc
close_para_1,close_paraphrase,14,24,-42.17917251586914,-41.737300872802734,SpanishInoc
close_para_1,close_paraphrase,14,32,-41.641319274902344,-52.016090393066406,SpanishInoc
close_para_1,close_paraphrase,15,24,-42.6473503112793,-43.449222564697266,SpanishInoc
close_para_1,close_paraphrase,15,32,-40.89793395996094,-52.69655227661133,SpanishInoc
close_para_1,close_paraphrase,16,24,-43.410247802734375,-41.932010650634766,SpanishInoc
close_para_1,close_paraphrase,16,32,-40.13209533691406,-49.43278884887695,SpanishInoc
close_para_1,close_paraphrase,17,24,-42.15068054199219,-42.662933349609375,SpanishInoc
close_para_1,close_paraphrase,17,32,-39.23908996582031,-51.40033721923828,SpanishInoc
close_para_1,close_paraphrase,18,24,-43.05073547363281,-42.98451232910156,SpanishInoc
close_para_1,close_paraphrase,18,32,-39.62166976928711,-50.645347595214844,SpanishInoc
close_para_1,close_paraphrase,19,24,-42.038673400878906,-42.08574676513672,SpanishInoc
close_para_1,close_paraphrase,19,32,-35.99233627319336,-48.15486526489258,SpanishInoc
close_para_2,close_paraphrase,0,24,-46.552574157714844,-45.04593276977539,SpanishInoc
close_para_2,close_paraphrase,0,32,-41.19535827636719,-51.73237609863281,SpanishInoc
close_para_2,close_paraphrase,1,24,-43.379600524902344,-43.701725006103516,SpanishInoc
close_para_2,close_paraphrase,1,32,-42.08319854736328,-53.767967224121094,SpanishInoc
close_para_2,close_paraphrase,2,24,-44.822689056396484,-42.68861389160156,SpanishInoc
close_para_2,close_paraphrase,2,32,-42.7523078918457,-52.603240966796875,SpanishInoc
close_para_2,close_paraphrase,3,24,-45.050479888916016,-42.159217834472656,SpanishInoc
close_para_2,close_paraphrase,3,32,-37.30838394165039,-49.19585037231445,SpanishInoc
close_para_2,close_paraphrase,4,24,-44.04039764404297,-41.700599670410156,SpanishInoc
close_para_2,close_paraphrase,4,32,-40.598819732666016,-51.28396987915039,SpanishInoc
close_para_2,close_paraphrase,5,24,-44.00467300415039,-43.19797897338867,SpanishInoc
close_para_2,close_paraphrase,5,32,-40.34625244140625,-52.18661880493164,SpanishInoc
close_para_2,close_paraphrase,6,24,-44.08674621582031,-43.64390563964844,SpanishInoc
close_para_2,close_paraphrase,6,32,-43.837276458740234,-54.14968490600586,SpanishInoc
close_para_2,close_paraphrase,7,24,-45.627723693847656,-44.005313873291016,SpanishInoc
close_para_2,close_paraphrase,7,32,-42.578651428222656,-52.95109939575195,SpanishInoc
close_para_2,close_paraphrase,8,24,-43.96345520019531,-42.24469757080078,SpanishInoc
close_para_2,close_paraphrase,8,32,-39.982521057128906,-50.536991119384766,SpanishInoc
close_para_2,close_paraphrase,9,24,-46.14992141723633,-44.666038513183594,SpanishInoc
close_para_2,close_paraphrase,9,32,-39.9633903503418,-52.335880279541016,SpanishInoc
close_para_2,close_paraphrase,10,24,-44.87810134887695,-43.43010330200195,SpanishInoc
close_para_2,close_paraphrase,10,32,-37.44871139526367,-47.71726989746094,SpanishInoc
close_para_2,close_paraphrase,11,24,-44.861114501953125,-42.699459075927734,SpanishInoc
close_para_2,close_paraphrase,11,32,-40.58679962158203,-50.52778244018555,SpanishInoc
close_para_2,close_paraphrase,12,24,-43.30683517456055,-42.06182861328125,SpanishInoc
close_para_2,close_paraphrase,12,32,-37.03510665893555,-48.21760177612305,SpanishInoc
close_para_2,close_paraphrase,13,24,-46.30415725708008,-43.88591003417969,SpanishInoc
close_para_2,close_paraphrase,13,32,-36.834556579589844,-48.034751892089844,SpanishInoc
close_para_2,close_paraphrase,14,24,-44.680606842041016,-42.55144119262695,SpanishInoc
close_para_2,close_paraphrase,14,32,-43.048973083496094,-53.08478546142578,SpanishInoc
close_para_2,close_paraphrase,15,24,-44.693641662597656,-43.8691520690918,SpanishInoc
close_para_2,close_paraphrase,15,32,-41.25385284423828,-52.779624938964844,SpanishInoc
close_para_2,close_paraphrase,16,24,-45.85471725463867,-43.17634582519531,SpanishInoc
close_para_2,close_paraphrase,16,32,-40.896026611328125,-50.2312126159668,SpanishInoc
close_para_2,close_paraphrase,17,24,-43.737548828125,-43.209190368652344,SpanishInoc
close_para_2,close_paraphrase,17,32,-40.131797790527344,-52.26762771606445,SpanishInoc
close_para_2,close_paraphrase,18,24,-45.931270599365234,-44.2001838684082,SpanishInoc
close_para_2,close_paraphrase,18,32,-40.882354736328125,-51.73634338378906,SpanishInoc
close_para_2,close_paraphrase,19,24,-43.74528884887695,-42.59269332885742,SpanishInoc
close_para_2,close_paraphrase,19,32,-37.67464828491211,-49.73488235473633,SpanishInoc
close_para_3,close_paraphrase,0,24,-43.456268310546875,-43.00413513183594,SpanishInoc
close_para_3,close_paraphrase,0,32,-45.09954833984375,-53.94676208496094,SpanishInoc
close_para_3,close_paraphrase,1,24,-40.83274459838867,-42.204036712646484,SpanishInoc
close_para_3,close_paraphrase,1,32,-44.929569244384766,-55.605655670166016,SpanishInoc
close_para_3,close_paraphrase,2,24,-41.47148895263672,-40.55807113647461,SpanishInoc
close_para_3,close_paraphrase,2,32,-45.499874114990234,-54.19203567504883,SpanishInoc
close_para_3,close_paraphrase,3,24,-40.739707946777344,-39.54931640625,SpanishInoc
close_para_3,close_paraphrase,3,32,-38.6198616027832,-49.45866394042969,SpanishInoc
close_para_3,close_paraphrase,4,24,-41.446533203125,-40.1693000793457,SpanishInoc
close_para_3,close_paraphrase,4,32,-44.44363021850586,-54.0341682434082,SpanishInoc
close_para_3,close_paraphrase,5,24,-40.310638427734375,-41.27801513671875,SpanishInoc
close_para_3,close_paraphrase,5,32,-41.39509963989258,-52.22936248779297,SpanishInoc
close_para_3,close_paraphrase,6,24,-40.628787994384766,-41.45603942871094,SpanishInoc
close_para_3,close_paraphrase,6,32,-45.80666732788086,-55.619380950927734,SpanishInoc
close_para_3,close_paraphrase,7,24,-42.04698181152344,-42.017574310302734,SpanishInoc
close_para_3,close_paraphrase,7,32,-45.81262969970703,-55.24448013305664,SpanishInoc
close_para_3,close_paraphrase,8,24,-40.420719146728516,-39.78641891479492,SpanishInoc
close_para_3,close_paraphrase,8,32,-43.312965393066406,-52.501277923583984,SpanishInoc
close_para_3,close_paraphrase,9,24,-42.59333419799805,-42.886993408203125,SpanishInoc
close_para_3,close_paraphrase,9,32,-43.37285614013672,-54.330589294433594,SpanishInoc
close_para_3,close_paraphrase,10,24,-41.34599304199219,-41.73564529418945,SpanishInoc
close_para_3,close_paraphrase,10,32,-40.57294464111328,-49.6572380065918,SpanishInoc
close_para_3,close_paraphrase,11,24,-40.889286041259766,-40.33543014526367,SpanishInoc
close_para_3,close_paraphrase,11,32,-42.8287239074707,-51.89665985107422,SpanishInoc
close_para_3,close_paraphrase,12,24,-40.50632095336914,-40.56635284423828,SpanishInoc
close_para_3,close_paraphrase,12,32,-39.931602478027344,-49.68776321411133,SpanishInoc
close_para_3,close_paraphrase,13,24,-41.920928955078125,-41.762359619140625,SpanishInoc
close_para_3,close_paraphrase,13,32,-37.912662506103516,-48.154476165771484,SpanishInoc
close_para_3,close_paraphrase,14,24,-41.566680908203125,-40.498069763183594,SpanishInoc
close_para_3,close_paraphrase,14,32,-45.51594161987305,-54.66709518432617,SpanishInoc
close_para_3,close_paraphrase,15,24,-41.68695068359375,-42.045928955078125,SpanishInoc
close_para_3,close_paraphrase,15,32,-43.892005920410156,-54.374359130859375,SpanishInoc
close_para_3,close_paraphrase,16,24,-42.484352111816406,-40.9256477355957,SpanishInoc
close_para_3,close_paraphrase,16,32,-44.570011138916016,-52.85358428955078,SpanishInoc
close_para_3,close_paraphrase,17,24,-41.04439163208008,-41.98136520385742,SpanishInoc
close_para_3,close_paraphrase,17,32,-41.33989715576172,-52.33538055419922,SpanishInoc
close_para_3,close_paraphrase,18,24,-42.41069030761719,-42.17677307128906,SpanishInoc
close_para_3,close_paraphrase,18,32,-43.990753173828125,-53.45878601074219,SpanishInoc
close_para_3,close_paraphrase,19,24,-40.87038040161133,-41.28018569946289,SpanishInoc
close_para_3,close_paraphrase,19,32,-39.04737091064453,-50.15435791015625,SpanishInoc
distant_para_1,distant_paraphrase,0,24,-44.95536422729492,-43.3663330078125,SpanishInoc
distant_para_1,distant_paraphrase,0,32,-41.10948944091797,-52.87669372558594,SpanishInoc
distant_para_1,distant_paraphrase,1,24,-41.6176643371582,-41.5416374206543,SpanishInoc
distant_para_1,distant_paraphrase,1,32,-40.0539665222168,-52.54478454589844,SpanishInoc
distant_para_1,distant_paraphrase,2,24,-42.82733154296875,-41.02927017211914,SpanishInoc
distant_para_1,distant_paraphrase,2,32,-41.607845306396484,-52.73218536376953,SpanishInoc
distant_para_1,distant_paraphrase,3,24,-42.922325134277344,-39.46997833251953,SpanishInoc
distant_para_1,distant_paraphrase,3,32,-42.129119873046875,-51.45675277709961,SpanishInoc
distant_para_1,distant_paraphrase,4,24,-42.862178802490234,-39.96366882324219,SpanishInoc
distant_para_1,distant_paraphrase,4,32,-38.842498779296875,-50.528045654296875,SpanishInoc
distant_para_1,distant_paraphrase,5,24,-41.99829864501953,-41.14209747314453,SpanishInoc
distant_para_1,distant_paraphrase,5,32,-42.84822463989258,-54.34648132324219,SpanishInoc
distant_para_1,distant_paraphrase,6,24,-42.06196594238281,-41.55363082885742,SpanishInoc
distant_para_1,distant_paraphrase,6,32,-40.59852981567383,-52.09184646606445,SpanishInoc
distant_para_1,distant_paraphrase,7,24,-43.63369369506836,-41.8405647277832,SpanishInoc
distant_para_1,distant_paraphrase,7,32,-41.28491973876953,-53.00546646118164,SpanishInoc
distant_para_1,distant_paraphrase,8,24,-41.86314392089844,-39.53003692626953,SpanishInoc
distant_para_1,distant_paraphrase,8,32,-40.03240203857422,-51.0938606262207,SpanishInoc
distant_para_1,distant_paraphrase,9,24,-44.40214538574219,-43.25300216674805,SpanishInoc
distant_para_1,distant_paraphrase,9,32,-43.50623321533203,-56.08387756347656,SpanishInoc
distant_para_1,distant_paraphrase,10,24,-43.44690704345703,-42.05559539794922,SpanishInoc
distant_para_1,distant_paraphrase,10,32,-38.146949768066406,-49.142303466796875,SpanishInoc
distant_para_1,distant_paraphrase,11,24,-41.73690414428711,-39.00179672241211,SpanishInoc
distant_para_1,distant_paraphrase,11,32,-38.48835754394531,-49.65960693359375,SpanishInoc
distant_para_1,distant_paraphrase,12,24,-42.02444839477539,-40.346412658691406,SpanishInoc
distant_para_1,distant_paraphrase,12,32,-36.801475524902344,-49.27037811279297,SpanishInoc
distant_para_1,distant_paraphrase,13,24,-43.42939758300781,-41.11458969116211,SpanishInoc
distant_para_1,distant_paraphrase,13,32,-41.06611251831055,-51.15300750732422,SpanishInoc
distant_para_1,distant_paraphrase,14,24,-43.15877914428711,-40.703468322753906,SpanishInoc
distant_para_1,distant_paraphrase,14,32,-42.883544921875,-52.78205871582031,SpanishInoc
distant_para_1,distant_paraphrase,15,24,-41.64483642578125,-41.24583053588867,SpanishInoc
distant_para_1,distant_paraphrase,15,32,-39.73756408691406,-53.3718376159668,SpanishInoc
distant_para_1,distant_paraphrase,16,24,-43.67805862426758,-40.19100570678711,SpanishInoc
distant_para_1,distant_paraphrase,16,32,-39.842864990234375,-49.10639572143555,SpanishInoc
distant_para_1,distant_paraphrase,17,24,-42.400875091552734,-41.24921417236328,SpanishInoc
distant_para_1,distant_paraphrase,17,32,-44.20857620239258,-55.53150177001953,SpanishInoc
distant_para_1,distant_paraphrase,18,24,-43.88239288330078,-41.463199615478516,SpanishInoc
distant_para_1,distant_paraphrase,18,32,-38.510807037353516,-50.440460205078125,SpanishInoc
distant_para_1,distant_paraphrase,19,24,-40.54022979736328,-39.401268005371094,SpanishInoc
distant_para_1,distant_paraphrase,19,32,-40.92484664916992,-52.0367431640625,SpanishInoc
distant_para_2,distant_paraphrase,0,24,-42.09389877319336,-43.07867431640625,SpanishInoc
distant_para_2,distant_paraphrase,0,32,-37.502506256103516,-49.49184036254883,SpanishInoc
distant_para_2,distant_paraphrase,1,24,-40.060245513916016,-42.547733306884766,SpanishInoc
distant_para_2,distant_paraphrase,1,32,-37.30918502807617,-50.092166900634766,SpanishInoc
distant_para_2,distant_paraphrase,2,24,-41.48417663574219,-42.08750915527344,SpanishInoc
distant_para_2,distant_paraphrase,2,32,-35.74496078491211,-47.877342224121094,SpanishInoc
distant_para_2,distant_paraphrase,3,24,-40.93073272705078,-40.649391174316406,SpanishInoc
distant_para_2,distant_paraphrase,3,32,-32.526039123535156,-45.318824768066406,SpanishInoc
distant_para_2,distant_paraphrase,4,24,-40.7885856628418,-40.597129821777344,SpanishInoc
distant_para_2,distant_paraphrase,4,32,-35.90580368041992,-47.56497573852539,SpanishInoc
distant_para_2,distant_paraphrase,5,24,-41.192867279052734,-42.5175666809082,SpanishInoc
distant_para_2,distant_paraphrase,5,32,-36.199607849121094,-49.192630767822266,SpanishInoc
distant_para_2,distant_paraphrase,6,24,-41.403594970703125,-42.85141372680664,SpanishInoc
distant_para_2,distant_paraphrase,6,32,-36.841819763183594,-48.77593231201172,SpanishInoc
distant_para_2,distant_paraphrase,7,24,-42.2655143737793,-43.08183288574219,SpanishInoc
distant_para_2,distant_paraphrase,7,32,-38.11785888671875,-49.64845275878906,SpanishInoc
distant_para_2,distant_paraphrase,8,24,-40.638614654541016,-40.92669677734375,SpanishInoc
distant_para_2,distant_paraphrase,8,32,-34.34394836425781,-46.58757400512695,SpanishInoc
distant_para_2,distant_paraphrase,9,24,-42.041446685791016,-43.49724197387695,SpanishInoc
distant_para_2,distant_paraphrase,9,32,-35.09761047363281,-49.162296295166016,SpanishInoc
distant_para_2,distant_paraphrase,10,24,-40.39654541015625,-41.81614303588867,SpanishInoc
distant_para_2,distant_paraphrase,10,32,-33.59854507446289,-45.06724548339844,SpanishInoc
distant_para_2,distant_paraphrase,11,24,-40.245635986328125,-40.757110595703125,SpanishInoc
distant_para_2,distant_paraphrase,11,32,-34.51000213623047,-46.559051513671875,SpanishInoc
distant_para_2,distant_paraphrase,12,24,-40.51314163208008,-41.6396598815918,SpanishInoc
distant_para_2,distant_paraphrase,12,32,-32.28990936279297,-43.768218994140625,SpanishInoc
distant_para_2,distant_paraphrase,13,24,-42.23358917236328,-42.29553985595703,SpanishInoc
distant_para_2,distant_paraphrase,13,32,-32.65614700317383,-45.8370246887207,SpanishInoc
distant_para_2,distant_paraphrase,14,24,-40.61493682861328,-40.873966217041016,SpanishInoc
distant_para_2,distant_paraphrase,14,32,-36.42595291137695,-48.72992706298828,SpanishInoc
distant_para_2,distant_paraphrase,15,24,-40.61430740356445,-42.43257141113281,SpanishInoc
distant_para_2,distant_paraphrase,15,32,-36.41807556152344,-49.2378044128418,SpanishInoc
distant_para_2,distant_paraphrase,16,24,-42.561073303222656,-42.12868118286133,SpanishInoc
distant_para_2,distant_paraphrase,16,32,-34.39515686035156,-45.95538330078125,SpanishInoc
distant_para_2,distant_paraphrase,17,24,-39.653682708740234,-41.16230010986328,SpanishInoc
distant_para_2,distant_paraphrase,17,32,-35.18315124511719,-49.13996505737305,SpanishInoc
distant_para_2,distant_paraphrase,18,24,-41.80107879638672,-42.446128845214844,SpanishInoc
distant_para_2,distant_paraphrase,18,32,-34.52383804321289,-47.12252426147461,SpanishInoc
distant_para_2,distant_paraphrase,19,24,-39.57204818725586,-40.88848876953125,SpanishInoc
distant_para_2,distant_paraphrase,19,32,-33.09160232543945,-46.797908782958984,SpanishInoc
distant_para_3,distant_paraphrase,0,24,-44.20770263671875,-42.44773483276367,SpanishInoc
distant_para_3,distant_paraphrase,0,32,-45.55693817138672,-52.291107177734375,SpanishInoc
distant_para_3,distant_paraphrase,1,24,-41.607303619384766,-40.5594367980957,SpanishInoc
distant_para_3,distant_paraphrase,1,32,-45.20482635498047,-53.330108642578125,SpanishInoc
distant_para_3,distant_paraphrase,2,24,-43.00410079956055,-39.90993881225586,SpanishInoc
distant_para_3,distant_paraphrase,2,32,-46.52621841430664,-52.67180633544922,SpanishInoc
distant_para_3,distant_paraphrase,3,24,-42.98705291748047,-39.39910125732422,SpanishInoc
distant_para_3,distant_paraphrase,3,32,-41.84931945800781,-49.906044006347656,SpanishInoc
distant_para_3,distant_paraphrase,4,24,-43.38389587402344,-40.06521987915039,SpanishInoc
distant_para_3,distant_paraphrase,4,32,-45.079566955566406,-51.8097038269043,SpanishInoc
distant_para_3,distant_paraphrase,5,24,-42.25699996948242,-39.971717834472656,SpanishInoc
distant_para_3,distant_paraphrase,5,32,-43.66548156738281,-51.87538146972656,SpanishInoc
distant_para_3,distant_paraphrase,6,24,-42.541465759277344,-40.845069885253906,SpanishInoc
distant_para_3,distant_paraphrase,6,32,-50.172550201416016,-55.603397369384766,SpanishInoc
distant_para_3,distant_paraphrase,7,24,-44.7421989440918,-42.035396575927734,SpanishInoc
distant_para_3,distant_paraphrase,7,32,-46.63733673095703,-53.28360366821289,SpanishInoc
distant_para_3,distant_paraphrase,8,24,-42.434200286865234,-39.49822998046875,SpanishInoc
distant_para_3,distant_paraphrase,8,32,-46.15385818481445,-52.04540252685547,SpanishInoc
distant_para_3,distant_paraphrase,9,24,-44.72974395751953,-42.30043411254883,SpanishInoc
distant_para_3,distant_paraphrase,9,32,-44.850379943847656,-53.51218032836914,SpanishInoc
distant_para_3,distant_paraphrase,10,24,-42.94434356689453,-40.61229705810547,SpanishInoc
distant_para_3,distant_paraphrase,10,32,-41.471683502197266,-48.65220260620117,SpanishInoc
distant_para_3,distant_paraphrase,11,24,-42.81389617919922,-39.594364166259766,SpanishInoc
distant_para_3,distant_paraphrase,11,32,-46.42940902709961,-52.46780776977539,SpanishInoc
distant_para_3,distant_paraphrase,12,24,-40.645023345947266,-38.43955612182617,SpanishInoc
distant_para_3,distant_paraphrase,12,32,-41.22513961791992,-49.31770324707031,SpanishInoc
distant_para_3,distant_paraphrase,13,24,-44.668209075927734,-41.0213623046875,SpanishInoc
distant_para_3,distant_paraphrase,13,32,-43.630859375,-50.11677932739258,SpanishInoc
distant_para_3,distant_paraphrase,14,24,-43.07243347167969,-40.08502197265625,SpanishInoc
distant_para_3,distant_paraphrase,14,32,-46.435977935791016,-53.3234748840332,SpanishInoc
distant_para_3,distant_paraphrase,15,24,-42.71706008911133,-40.72932052612305,SpanishInoc
distant_para_3,distant_paraphrase,15,32,-43.71263122558594,-52.117919921875,SpanishInoc
distant_para_3,distant_paraphrase,16,24,-44.42841339111328,-40.80500030517578,SpanishInoc
distant_para_3,distant_paraphrase,16,32,-48.217742919921875,-53.03660583496094,SpanishInoc
distant_para_3,distant_paraphrase,17,24,-41.79561996459961,-40.19074249267578,SpanishInoc
distant_para_3,distant_paraphrase,17,32,-43.788089752197266,-52.09958267211914,SpanishInoc
distant_para_3,distant_paraphrase,18,24,-44.187557220458984,-41.34783935546875,SpanishInoc
distant_para_3,distant_paraphrase,18,32,-44.978431701660156,-51.8892707824707,SpanishInoc
distant_para_3,distant_paraphrase,19,24,-41.96806335449219,-39.81465148925781,SpanishInoc
distant_para_3,distant_paraphrase,19,32,-40.9781608581543,-48.79177474975586,SpanishInoc
clause_first,clause_ablation,0,24,-42.394927978515625,-42.361572265625,SpanishInoc
clause_first,clause_ablation,0,32,-37.253787994384766,-48.55427551269531,SpanishInoc
clause_first,clause_ablation,1,24,-40.63664627075195,-42.301239013671875,SpanishInoc
clause_first,clause_ablation,1,32,-37.42929458618164,-50.08333206176758,SpanishInoc
clause_first,clause_ablation,2,24,-41.219364166259766,-40.19253158569336,SpanishInoc
clause_first,clause_ablation,2,32,-37.4454460144043,-47.994361877441406,SpanishInoc
clause_first,clause_ablation,3,24,-41.624507904052734,-39.93793869018555,SpanishInoc
clause_first,clause_ablation,3,32,-36.54470443725586,-46.93327331542969,SpanishInoc
clause_first,clause_ablation,4,24,-40.20854568481445,-39.16315460205078,SpanishInoc
clause_first,clause_ablation,4,32,-35.465206146240234,-46.615203857421875,SpanishInoc
clause_first,clause_ablation,5,24,-41.51667022705078,-41.501548767089844,SpanishInoc
clause_first,clause_ablation,5,32,-38.0101432800293,-50.104766845703125,SpanishInoc
clause_first,clause_ablation,6,24,-40.03702926635742,-40.62205123901367,SpanishInoc
clause_first,clause_ablation,6,32,-39.61248016357422,-50.09748840332031,SpanishInoc
clause_first,clause_ablation,7,24,-42.00318908691406,-41.81235122680664,SpanishInoc
clause_first,clause_ablation,7,32,-38.15403747558594,-49.286624908447266,SpanishInoc
clause_first,clause_ablation,8,24,-39.28997802734375,-38.88243865966797,SpanishInoc
clause_first,clause_ablation,8,32,-34.633262634277344,-46.094722747802734,SpanishInoc
clause_first,clause_ablation,9,24,-43.1838264465332,-42.991703033447266,SpanishInoc
clause_first,clause_ablation,9,32,-37.31105422973633,-49.62156677246094,SpanishInoc
clause_first,clause_ablation,10,24,-41.30709457397461,-41.518070220947266,SpanishInoc
clause_first,clause_ablation,10,32,-33.62532043457031,-45.091880798339844,SpanishInoc
clause_first,clause_ablation,11,24,-39.76790237426758,-38.637516021728516,SpanishInoc
clause_first,clause_ablation,11,32,-34.003517150878906,-44.76121520996094,SpanishInoc
clause_first,clause_ablation,12,24,-40.500064849853516,-40.25841522216797,SpanishInoc
clause_first,clause_ablation,12,32,-31.389942169189453,-43.31893539428711,SpanishInoc
clause_first,clause_ablation,13,24,-42.91950988769531,-41.49481964111328,SpanishInoc
clause_first,clause_ablation,13,32,-34.3144645690918,-45.35454559326172,SpanishInoc
clause_first,clause_ablation,14,24,-40.80900573730469,-40.02785873413086,SpanishInoc
clause_first,clause_ablation,14,32,-39.286468505859375,-50.474700927734375,SpanishInoc
clause_first,clause_ablation,15,24,-41.24635314941406,-41.666744232177734,SpanishInoc
clause_first,clause_ablation,15,32,-37.188690185546875,-49.74860382080078,SpanishInoc
clause_first,clause_ablation,16,24,-41.820194244384766,-39.99204635620117,SpanishInoc
clause_first,clause_ablation,16,32,-34.55363464355469,-44.2381706237793,SpanishInoc
clause_first,clause_ablation,17,24,-40.96986770629883,-41.202857971191406,SpanishInoc
clause_first,clause_ablation,17,32,-37.09872817993164,-49.93084716796875,SpanishInoc
clause_first,clause_ablation,18,24,-41.027896881103516,-41.0659294128418,SpanishInoc
clause_first,clause_ablation,18,32,-34.78761291503906,-46.8812255859375,SpanishInoc
clause_first,clause_ablation,19,24,-39.762210845947266,-39.78329849243164,SpanishInoc
clause_first,clause_ablation,19,32,-35.233524322509766,-47.15093994140625,SpanishInoc
clause_middle,clause_ablation,0,24,-44.945945739746094,-44.59626007080078,SpanishInoc
clause_middle,clause_ablation,0,32,-43.38543701171875,-53.542110443115234,SpanishInoc
clause_middle,clause_ablation,1,24,-42.160160064697266,-43.672271728515625,SpanishInoc
clause_middle,clause_ablation,1,32,-43.236690521240234,-54.96371078491211,SpanishInoc
clause_middle,clause_ablation,2,24,-43.35085678100586,-42.604976654052734,SpanishInoc
clause_middle,clause_ablation,2,32,-43.41349792480469,-53.52644348144531,SpanishInoc
clause_middle,clause_ablation,3,24,-42.533599853515625,-41.29430389404297,SpanishInoc
clause_middle,clause_ablation,3,32,-36.489837646484375,-48.95820999145508,SpanishInoc
clause_middle,clause_ablation,4,24,-42.96270751953125,-42.008766174316406,SpanishInoc
clause_middle,clause_ablation,4,32,-42.106407165527344,-53.185142517089844,SpanishInoc
clause_middle,clause_ablation,5,24,-42.150821685791016,-42.78726577758789,SpanishInoc
clause_middle,clause_ablation,5,32,-39.22218704223633,-51.44358825683594,SpanishInoc
clause_middle,clause_ablation,6,24,-42.41581726074219,-43.26936340332031,SpanishInoc
clause_middle,clause_ablation,6,32,-45.05253601074219,-55.650718688964844,SpanishInoc
clause_middle,clause_ablation,7,24,-43.68886184692383,-43.682151794433594,SpanishInoc
clause_middle,clause_ablation,7,32,-43.26426696777344,-53.86383819580078,SpanishInoc
clause_middle,clause_ablation,8,24,-42.81215286254883,-41.95065689086914,SpanishInoc
clause_middle,clause_ablation,8,32,-40.55080032348633,-51.08903121948242,SpanishInoc
clause_middle,clause_ablation,9,24,-44.15359878540039,-44.380577087402344,SpanishInoc
clause_middle,clause_ablation,9,32,-39.937217712402344,-52.4882698059082,SpanishInoc
clause_middle,clause_ablation,10,24,-42.1120719909668,-42.89452362060547,SpanishInoc
clause_middle,clause_ablation,10,32,-38.9681510925293,-49.12052536010742,SpanishInoc
clause_middle,clause_ablation,11,24,-43.651485443115234,-42.8887939453125,SpanishInoc
clause_middle,clause_ablation,11,32,-42.09957504272461,-52.322021484375,SpanishInoc
clause_middle,clause_ablation,12,24,-42.48982620239258,-42.522666931152344,SpanishInoc
clause_middle,clause_ablation,12,32,-39.16873550415039,-49.750328063964844,SpanishInoc
clause_middle,clause_ablation,13,24,-43.68259048461914,-43.250030517578125,SpanishInoc
clause_middle,clause_ablation,13,32,-36.42835998535156,-48.5606575012207,SpanishInoc
clause_middle,clause_ablation,14,24,-43.03797912597656,-42.19024658203125,SpanishInoc
clause_middle,clause_ablation,14,32,-42.55392074584961,-53.2175407409668,SpanishInoc
clause_middle,clause_ablation,15,24,-42.913326263427734,-43.626747131347656,SpanishInoc
clause_middle,clause_ablation,15,32,-41.41292190551758,-53.222679138183594,SpanishInoc
clause_middle,clause_ablation,16,24,-44.37909698486328,-42.889163970947266,SpanishInoc
clause_middle,clause_ablation,16,32,-42.26518249511719,-52.33686065673828,SpanishInoc
clause_middle,clause_ablation,17,24,-42.99807357788086,-43.62511444091797,SpanishInoc
clause_middle,clause_ablation,17,32,-39.90202713012695,-52.50514602661133,SpanishInoc
clause_middle,clause_ablation,18,24,-43.78477478027344,-43.741214752197266,SpanishInoc
clause_middle,clause_ablation,18,32,-42.263633728027344,-53.1517219543457,SpanishInoc
clause_middle,clause_ablation,19,24,-42.1121826171875,-42.365501403808594,SpanishInoc
clause_middle,clause_ablation,19,32,-37.978572845458984,-50.35245132446289,SpanishInoc
clause_last,clause_ablation,0,24,-47.28865432739258,-43.75436782836914,SpanishInoc
clause_last,clause_ablation,0,32,-53.49947738647461,-55.69968032836914,SpanishInoc
clause_last,clause_ablation,1,24,-46.682403564453125,-42.32914352416992,SpanishInoc
clause_last,clause_ablation,1,32,-56.00486755371094,-56.75137710571289,SpanishInoc
clause_last,clause_ablation,2,24,-47.7407112121582,-41.27495193481445,SpanishInoc
clause_last,clause_ablation,2,32,-59.35926055908203,-56.61848831176758,SpanishInoc
clause_last,clause_ablation,3,24,-47.9142951965332,-41.74485778808594,SpanishInoc
clause_last,clause_ablation,3,32,-53.2448616027832,-53.241310119628906,SpanishInoc
clause_last,clause_ablation,4,24,-46.90052795410156,-40.49958419799805,SpanishInoc
clause_last,clause_ablation,4,32,-56.245601654052734,-56.153541564941406,SpanishInoc
